repo_name,slice_id,first_commit_num,first_commit,first_state,first_core_commit_num,first_core_commit,starts_as_core,timeline_len,core_occurrence_count,core_commit_nums,core_commits,state_path,timeline
Spyware,<body>@Malware.py_slice.py,5,d5db4,Core Attack Chain,5,d5db4,1,42,42,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46,d5db4;21e7f;47253;3bac0;401eb;132bd;e9d43;c1f3c;ba54c;63413;4ff70;1d8cd;7c2d0;34e7a;ce1f8;46db8;30e5c;3700c;5f55f;93974;3b7d3;e91fb;2498b;9edb2;8e66b;318c9;e87c6;e5c24;99ba2;5d92e;a240a;3075f;bfadb;d1598;d6c88;dcccc;10f46;1e7ec;a444e;9650a;0b18d;5c8bd,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,5(d5db4):Core Attack Chain -> 6(21e7f):Core Attack Chain -> 7(47253):Core Attack Chain -> 8(3bac0):Core Attack Chain -> 9(401eb):Core Attack Chain -> 10(132bd):Core Attack Chain -> 11(e9d43):Core Attack Chain -> 12(c1f3c):Core Attack Chain -> 13(ba54c):Core Attack Chain -> 14(63413):Core Attack Chain -> 15(4ff70):Core Attack Chain -> 16(1d8cd):Core Attack Chain -> 17(7c2d0):Core Attack Chain -> 18(34e7a):Core Attack Chain -> 19(ce1f8):Core Attack Chain -> 20(46db8):Core Attack Chain -> 21(30e5c):Core Attack Chain -> 22(3700c):Core Attack Chain -> 23(5f55f):Core Attack Chain -> 24(93974):Core Attack Chain -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain -> 29(8e66b):Core Attack Chain -> 30(318c9):Core Attack Chain -> 31(e87c6):Core Attack Chain -> 32(e5c24):Core Attack Chain -> 33(99ba2):Core Attack Chain -> 34(5d92e):Core Attack Chain -> 35(a240a):Core Attack Chain -> 36(3075f):Core Attack Chain -> 37(bfadb):Core Attack Chain -> 38(d1598):Core Attack Chain -> 39(d6c88):Core Attack Chain -> 40(dcccc):Core Attack Chain -> 41(10f46):Core Attack Chain -> 42(1e7ec):Core Attack Chain -> 43(a444e):Core Attack Chain -> 44(9650a):Core Attack Chain -> 45(0b18d):Core Attack Chain -> 46(5c8bd):Core Attack Chain
Spyware,<body>@Screenshot.py_slice.py,0,2ee4e,Undetermined,5,d5db4,0,5,1,5,d5db4,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain,0(2ee4e):Undetermined -> 1(84840):Undetermined -> 2(7952d):Undetermined -> 3(53c4a):Undetermined -> 5(d5db4):Core Attack Chain
Spyware,<body>@WindowTracker.py_slice.py,0,2ee4e,Core Attack Chain,0,2ee4e,1,47,47,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46,2ee4e;84840;7952d;53c4a;289d2;d5db4;21e7f;47253;3bac0;401eb;132bd;e9d43;c1f3c;ba54c;63413;4ff70;1d8cd;7c2d0;34e7a;ce1f8;46db8;30e5c;3700c;5f55f;93974;3b7d3;e91fb;2498b;9edb2;8e66b;318c9;e87c6;e5c24;99ba2;5d92e;a240a;3075f;bfadb;d1598;d6c88;dcccc;10f46;1e7ec;a444e;9650a;0b18d;5c8bd,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(2ee4e):Core Attack Chain -> 1(84840):Core Attack Chain -> 2(7952d):Core Attack Chain -> 3(53c4a):Core Attack Chain -> 4(289d2):Core Attack Chain -> 5(d5db4):Core Attack Chain -> 6(21e7f):Core Attack Chain -> 7(47253):Core Attack Chain -> 8(3bac0):Core Attack Chain -> 9(401eb):Core Attack Chain -> 10(132bd):Core Attack Chain -> 11(e9d43):Core Attack Chain -> 12(c1f3c):Core Attack Chain -> 13(ba54c):Core Attack Chain -> 14(63413):Core Attack Chain -> 15(4ff70):Core Attack Chain -> 16(1d8cd):Core Attack Chain -> 17(7c2d0):Core Attack Chain -> 18(34e7a):Core Attack Chain -> 19(ce1f8):Core Attack Chain -> 20(46db8):Core Attack Chain -> 21(30e5c):Core Attack Chain -> 22(3700c):Core Attack Chain -> 23(5f55f):Core Attack Chain -> 24(93974):Core Attack Chain -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain -> 29(8e66b):Core Attack Chain -> 30(318c9):Core Attack Chain -> 31(e87c6):Core Attack Chain -> 32(e5c24):Core Attack Chain -> 33(99ba2):Core Attack Chain -> 34(5d92e):Core Attack Chain -> 35(a240a):Core Attack Chain -> 36(3075f):Core Attack Chain -> 37(bfadb):Core Attack Chain -> 38(d1598):Core Attack Chain -> 39(d6c88):Core Attack Chain -> 40(dcccc):Core Attack Chain -> 41(10f46):Core Attack Chain -> 42(1e7ec):Core Attack Chain -> 43(a444e):Core Attack Chain -> 44(9650a):Core Attack Chain -> 45(0b18d):Core Attack Chain -> 46(5c8bd):Core Attack Chain
Spyware,<body>@gui_Controller.py_slice.py,40,dcccc,Core Attack Chain,40,dcccc,1,7,7,40;41;42;43;44;45;46,dcccc;10f46;1e7ec;a444e;9650a;0b18d;5c8bd,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,40(dcccc):Core Attack Chain -> 41(10f46):Core Attack Chain -> 42(1e7ec):Core Attack Chain -> 43(a444e):Core Attack Chain -> 44(9650a):Core Attack Chain -> 45(0b18d):Core Attack Chain -> 46(5c8bd):Core Attack Chain
Spyware,<body>@keylogger.py_slice.py,0,2ee4e,Core Attack Chain,0,2ee4e,1,47,47,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46,2ee4e;84840;7952d;53c4a;289d2;d5db4;21e7f;47253;3bac0;401eb;132bd;e9d43;c1f3c;ba54c;63413;4ff70;1d8cd;7c2d0;34e7a;ce1f8;46db8;30e5c;3700c;5f55f;93974;3b7d3;e91fb;2498b;9edb2;8e66b;318c9;e87c6;e5c24;99ba2;5d92e;a240a;3075f;bfadb;d1598;d6c88;dcccc;10f46;1e7ec;a444e;9650a;0b18d;5c8bd,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(2ee4e):Core Attack Chain -> 1(84840):Core Attack Chain -> 2(7952d):Core Attack Chain -> 3(53c4a):Core Attack Chain -> 4(289d2):Core Attack Chain -> 5(d5db4):Core Attack Chain -> 6(21e7f):Core Attack Chain -> 7(47253):Core Attack Chain -> 8(3bac0):Core Attack Chain -> 9(401eb):Core Attack Chain -> 10(132bd):Core Attack Chain -> 11(e9d43):Core Attack Chain -> 12(c1f3c):Core Attack Chain -> 13(ba54c):Core Attack Chain -> 14(63413):Core Attack Chain -> 15(4ff70):Core Attack Chain -> 16(1d8cd):Core Attack Chain -> 17(7c2d0):Core Attack Chain -> 18(34e7a):Core Attack Chain -> 19(ce1f8):Core Attack Chain -> 20(46db8):Core Attack Chain -> 21(30e5c):Core Attack Chain -> 22(3700c):Core Attack Chain -> 23(5f55f):Core Attack Chain -> 24(93974):Core Attack Chain -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain -> 29(8e66b):Core Attack Chain -> 30(318c9):Core Attack Chain -> 31(e87c6):Core Attack Chain -> 32(e5c24):Core Attack Chain -> 33(99ba2):Core Attack Chain -> 34(5d92e):Core Attack Chain -> 35(a240a):Core Attack Chain -> 36(3075f):Core Attack Chain -> 37(bfadb):Core Attack Chain -> 38(d1598):Core Attack Chain -> 39(d6c88):Core Attack Chain -> 40(dcccc):Core Attack Chain -> 41(10f46):Core Attack Chain -> 42(1e7ec):Core Attack Chain -> 43(a444e):Core Attack Chain -> 44(9650a):Core Attack Chain -> 45(0b18d):Core Attack Chain -> 46(5c8bd):Core Attack Chain
Spyware,<module>@Communication.py_slice.py,11,e9d43,Core Attack Chain,11,e9d43,1,18,17,11;12;13;15;16;17;18;19;20;21;22;23;24;25;26;27;28,e9d43;c1f3c;ba54c;4ff70;1d8cd;7c2d0;34e7a;ce1f8;46db8;30e5c;3700c;5f55f;93974;3b7d3;e91fb;2498b;9edb2,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,11(e9d43):Core Attack Chain -> 12(c1f3c):Core Attack Chain -> 13(ba54c):Core Attack Chain -> 14(63413):Undetermined -> 15(4ff70):Core Attack Chain -> 16(1d8cd):Core Attack Chain -> 17(7c2d0):Core Attack Chain -> 18(34e7a):Core Attack Chain -> 19(ce1f8):Core Attack Chain -> 20(46db8):Core Attack Chain -> 21(30e5c):Core Attack Chain -> 22(3700c):Core Attack Chain -> 23(5f55f):Core Attack Chain -> 24(93974):Core Attack Chain -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain
Spyware,<module>@Configuration.py_slice.py,15,4ff70,Core Attack Chain,15,4ff70,1,18,18,15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32,4ff70;1d8cd;7c2d0;34e7a;ce1f8;46db8;30e5c;3700c;5f55f;93974;3b7d3;e91fb;2498b;9edb2;8e66b;318c9;e87c6;e5c24,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,15(4ff70):Core Attack Chain -> 16(1d8cd):Core Attack Chain -> 17(7c2d0):Core Attack Chain -> 18(34e7a):Core Attack Chain -> 19(ce1f8):Core Attack Chain -> 20(46db8):Core Attack Chain -> 21(30e5c):Core Attack Chain -> 22(3700c):Core Attack Chain -> 23(5f55f):Core Attack Chain -> 24(93974):Core Attack Chain -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain -> 29(8e66b):Core Attack Chain -> 30(318c9):Core Attack Chain -> 31(e87c6):Core Attack Chain -> 32(e5c24):Core Attack Chain
Spyware,<module>@Malware.py_slice.py,5,d5db4,Core Attack Chain,5,d5db4,1,42,42,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46,d5db4;21e7f;47253;3bac0;401eb;132bd;e9d43;c1f3c;ba54c;63413;4ff70;1d8cd;7c2d0;34e7a;ce1f8;46db8;30e5c;3700c;5f55f;93974;3b7d3;e91fb;2498b;9edb2;8e66b;318c9;e87c6;e5c24;99ba2;5d92e;a240a;3075f;bfadb;d1598;d6c88;dcccc;10f46;1e7ec;a444e;9650a;0b18d;5c8bd,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,5(d5db4):Core Attack Chain -> 6(21e7f):Core Attack Chain -> 7(47253):Core Attack Chain -> 8(3bac0):Core Attack Chain -> 9(401eb):Core Attack Chain -> 10(132bd):Core Attack Chain -> 11(e9d43):Core Attack Chain -> 12(c1f3c):Core Attack Chain -> 13(ba54c):Core Attack Chain -> 14(63413):Core Attack Chain -> 15(4ff70):Core Attack Chain -> 16(1d8cd):Core Attack Chain -> 17(7c2d0):Core Attack Chain -> 18(34e7a):Core Attack Chain -> 19(ce1f8):Core Attack Chain -> 20(46db8):Core Attack Chain -> 21(30e5c):Core Attack Chain -> 22(3700c):Core Attack Chain -> 23(5f55f):Core Attack Chain -> 24(93974):Core Attack Chain -> 25(3b7d3):Core Attack Chain -> 26(e91fb):Core Attack Chain -> 27(2498b):Core Attack Chain -> 28(9edb2):Core Attack Chain -> 29(8e66b):Core Attack Chain -> 30(318c9):Core Attack Chain -> 31(e87c6):Core Attack Chain -> 32(e5c24):Core Attack Chain -> 33(99ba2):Core Attack Chain -> 34(5d92e):Core Attack Chain -> 35(a240a):Core Attack Chain -> 36(3075f):Core Attack Chain -> 37(bfadb):Core Attack Chain -> 38(d1598):Core Attack Chain -> 39(d6c88):Core Attack Chain -> 40(dcccc):Core Attack Chain -> 41(10f46):Core Attack Chain -> 42(1e7ec):Core Attack Chain -> 43(a444e):Core Attack Chain -> 44(9650a):Core Attack Chain -> 45(0b18d):Core Attack Chain -> 46(5c8bd):Core Attack Chain
Spyware,<module>@WindowTracker.py_slice.py,1,84840,Core Attack Chain,1,84840,1,5,5,1;2;3;4;5,84840;7952d;53c4a;289d2;d5db4,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,1(84840):Core Attack Chain -> 2(7952d):Core Attack Chain -> 3(53c4a):Core Attack Chain -> 4(289d2):Core Attack Chain -> 5(d5db4):Core Attack Chain
Spyware,<module>@keylogger.py_slice.py,1,84840,Core Attack Chain,1,84840,1,5,5,1;2;3;4;5,84840;7952d;53c4a;289d2;d5db4,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,1(84840):Core Attack Chain -> 2(7952d):Core Attack Chain -> 3(53c4a):Core Attack Chain -> 4(289d2):Core Attack Chain -> 5(d5db4):Core Attack Chain
TheWeirdVirus,<module>@VirusLoop.py_slice.py,0,b118c,Core Attack Chain,0,b118c,1,8,8,0;1;2;3;4;5;6;7,b118c;da27e;71a89;eae2b;f71c7;e57d7;60016;f4649,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(b118c):Core Attack Chain -> 1(da27e):Core Attack Chain -> 2(71a89):Core Attack Chain -> 3(eae2b):Core Attack Chain -> 4(f71c7):Core Attack Chain -> 5(e57d7):Core Attack Chain -> 6(60016):Core Attack Chain -> 7(f4649):Core Attack Chain
Virus-Python,<module>@gimme_money.py_slice.py,0,4eb33,Benign,2,47c8f,0,7,4,2;3;5;6,47c8f;d52ac;2884d;a27ae,Benign -> Benign -> Core Attack Chain -> Core Attack Chain -> Undetermined -> Core Attack Chain -> Core Attack Chain,0(4eb33):Benign -> 1(2742b):Benign -> 2(47c8f):Core Attack Chain -> 3(d52ac):Core Attack Chain -> 4(95d00):Undetermined -> 5(2884d):Core Attack Chain -> 6(a27ae):Core Attack Chain
Virus-Python,<module>@unlocker.py_slice.py,1,2742b,Core Attack Chain,1,2742b,1,4,3,1;2;5,2742b;47c8f;2884d,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Benign,1(2742b):Core Attack Chain -> 2(47c8f):Core Attack Chain -> 5(2884d):Core Attack Chain -> 6(a27ae):Benign
Virus000,<module>@aTTacKer.py_slice.py,0,ea90b,Core Attack Chain,0,ea90b,1,7,7,0;1;2;3;4;5;6,ea90b;94bf5;e7558;ec220;0fea8;26784;29176,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(ea90b):Core Attack Chain -> 1(94bf5):Core Attack Chain -> 2(e7558):Core Attack Chain -> 3(ec220):Core Attack Chain -> 4(0fea8):Core Attack Chain -> 5(26784):Core Attack Chain -> 6(29176):Core Attack Chain
Virus000,<module>@viCtim.py_slice.py,0,ea90b,Core Attack Chain,0,ea90b,1,7,7,0;1;2;3;4;5;6,ea90b;94bf5;e7558;ec220;0fea8;26784;29176,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(ea90b):Core Attack Chain -> 1(94bf5):Core Attack Chain -> 2(e7558):Core Attack Chain -> 3(ec220):Core Attack Chain -> 4(0fea8):Core Attack Chain -> 5(26784):Core Attack Chain -> 6(29176):Core Attack Chain
Wormy,<module>@wormy.py_slice.py,1,d8da1,Core Attack Chain,1,d8da1,1,4,4,1;2;3;4,d8da1;1f19d;0379f;0a648,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,1(d8da1):Core Attack Chain -> 2(1f19d):Core Attack Chain -> 3(0379f):Core Attack Chain -> 4(0a648):Core Attack Chain
funny-virus,<body>@papa_socket.py_slice.py,15,11668,Core Attack Chain,15,11668,1,3,3,15;16;17,11668;ad64d;5776f,Core Attack Chain -> Core Attack Chain -> Core Attack Chain,15(11668):Core Attack Chain -> 16(ad64d):Core Attack Chain -> 17(5776f):Core Attack Chain
funny-virus,<module>@1.py_slice.py,0,5d0e8,Core Attack Chain,0,5d0e8,1,18,18,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,5d0e8;410ec;2cbb3;d3bdf;5df84;e4e14;e2566;97ad1;0a71a;d48fd;90791;d8dd7;909c5;578e1;e69ef;11668;ad64d;5776f,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(5d0e8):Core Attack Chain -> 1(410ec):Core Attack Chain -> 2(2cbb3):Core Attack Chain -> 3(d3bdf):Core Attack Chain -> 4(5df84):Core Attack Chain -> 5(e4e14):Core Attack Chain -> 6(e2566):Core Attack Chain -> 7(97ad1):Core Attack Chain -> 8(0a71a):Core Attack Chain -> 9(d48fd):Core Attack Chain -> 10(90791):Core Attack Chain -> 11(d8dd7):Core Attack Chain -> 12(909c5):Core Attack Chain -> 13(578e1):Core Attack Chain -> 14(e69ef):Core Attack Chain -> 15(11668):Core Attack Chain -> 16(ad64d):Core Attack Chain -> 17(5776f):Core Attack Chain
funny-virus,<module>@papa_papa_server.py_slice.py,8,0a71a,Core Attack Chain,8,0a71a,1,10,10,8;9;10;11;12;13;14;15;16;17,0a71a;d48fd;90791;d8dd7;909c5;578e1;e69ef;11668;ad64d;5776f,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,8(0a71a):Core Attack Chain -> 9(d48fd):Core Attack Chain -> 10(90791):Core Attack Chain -> 11(d8dd7):Core Attack Chain -> 12(909c5):Core Attack Chain -> 13(578e1):Core Attack Chain -> 14(e69ef):Core Attack Chain -> 15(11668):Core Attack Chain -> 16(ad64d):Core Attack Chain -> 17(5776f):Core Attack Chain
funny-virus,<module>@riny_riny_listner.py_slice.py,6,e2566,Undetermined,12,909c5,0,13,1,12,909c5,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,6(e2566):Undetermined -> 7(97ad1):Undetermined -> 8(0a71a):Undetermined -> 9(d48fd):Undetermined -> 10(90791):Undetermined -> 11(d8dd7):Undetermined -> 12(909c5):Core Attack Chain -> 13(578e1):Undetermined -> 14(e69ef):Undetermined -> 15(11668):Undetermined -> 16(ad64d):Undetermined -> 17(5776f):Undetermined -> 18(3e3b2):Undetermined
keylogger,<module>@src_client_bot.py_slice.py,11,b168c,Core Attack Chain,11,b168c,1,36,36,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46,b168c;9176b;b59d9;d5dad;04c24;b2aad;43a00;0bee1;dd79c;aa11f;f7a90;c4cb2;ab29d;fb60c;1c092;db70d;2b0ae;35982;a1fa1;da4e5;5dfdd;76743;b0fba;eb665;26557;826bf;944c2;a9570;943eb;c1c0f;3a05f;3e1bd;26727;8f0fd;0ef3a;1c0c8,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,11(b168c):Core Attack Chain -> 12(9176b):Core Attack Chain -> 13(b59d9):Core Attack Chain -> 14(d5dad):Core Attack Chain -> 15(04c24):Core Attack Chain -> 16(b2aad):Core Attack Chain -> 17(43a00):Core Attack Chain -> 18(0bee1):Core Attack Chain -> 19(dd79c):Core Attack Chain -> 20(aa11f):Core Attack Chain -> 21(f7a90):Core Attack Chain -> 22(c4cb2):Core Attack Chain -> 23(ab29d):Core Attack Chain -> 24(fb60c):Core Attack Chain -> 25(1c092):Core Attack Chain -> 26(db70d):Core Attack Chain -> 27(2b0ae):Core Attack Chain -> 28(35982):Core Attack Chain -> 29(a1fa1):Core Attack Chain -> 30(da4e5):Core Attack Chain -> 31(5dfdd):Core Attack Chain -> 32(76743):Core Attack Chain -> 33(b0fba):Core Attack Chain -> 34(eb665):Core Attack Chain -> 35(26557):Core Attack Chain -> 36(826bf):Core Attack Chain -> 37(944c2):Core Attack Chain -> 38(a9570):Core Attack Chain -> 39(943eb):Core Attack Chain -> 40(c1c0f):Core Attack Chain -> 41(3a05f):Core Attack Chain -> 42(3e1bd):Core Attack Chain -> 43(26727):Core Attack Chain -> 44(8f0fd):Core Attack Chain -> 45(0ef3a):Core Attack Chain -> 46(1c0c8):Core Attack Chain
