repo_name,slice_id,chain_type,start_state,timeline_len,has_bu,has_c,has_f,first_core_commit_num,first_full_commit_num,has_full_commit0,state_path,timeline
funny-virus,<module>@papa_socket.py_slice.py,core_to_full_no_bu,Core Attack Chain,4,0,1,1,15,16,0,Core Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,15(11668):Core Attack Chain -> 16(ad64d):Full Attack Chain -> 17(5776f):Full Attack Chain -> 18(3e3b2):Full Attack Chain
funny-virus,<module>@riny_riny.py_slice.py,all_full,Full Attack Chain,13,0,0,1,,5,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,5(e4e14):Full Attack Chain -> 6(e2566):Full Attack Chain -> 7(97ad1):Full Attack Chain -> 8(0a71a):Full Attack Chain -> 9(d48fd):Full Attack Chain -> 10(90791):Full Attack Chain -> 11(d8dd7):Full Attack Chain -> 12(909c5):Full Attack Chain -> 13(578e1):Full Attack Chain -> 14(e69ef):Full Attack Chain -> 15(11668):Full Attack Chain -> 16(ad64d):Full Attack Chain -> 17(5776f):Full Attack Chain
funny-virus,<module>@riny_riny_listner.py_slice.py,benign_or_undetermined_to_core,Undetermined,13,1,1,0,12,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,6(e2566):Undetermined -> 7(97ad1):Undetermined -> 8(0a71a):Undetermined -> 9(d48fd):Undetermined -> 10(90791):Undetermined -> 11(d8dd7):Undetermined -> 12(909c5):Core Attack Chain -> 13(578e1):Undetermined -> 14(e69ef):Undetermined -> 15(11668):Undetermined -> 16(ad64d):Undetermined -> 17(5776f):Undetermined -> 18(3e3b2):Undetermined
funny-virus,<module>@sork.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,1,0,Full Attack Chain,1(410ec):Full Attack Chain
funny-virus,<module>@sork_listner.py_slice.py,all_benign_or_undetermined,Undetermined,2,1,0,0,,,0,Undetermined -> Undetermined,1(410ec):Undetermined -> 2(2cbb3):Undetermined
funny-virus,<module>@sork_sork.py_slice.py,all_full,Full Attack Chain,3,0,0,1,,2,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain,2(2cbb3):Full Attack Chain -> 3(d3bdf):Full Attack Chain -> 4(5df84):Full Attack Chain
funny-virus,<module>@sork_sork_listner.py_slice.py,all_benign_or_undetermined,Undetermined,3,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined,3(d3bdf):Undetermined -> 4(5df84):Undetermined -> 5(e4e14):Undetermined
funny-virus,<module>@usb_history.py_slice.py,all_benign_or_undetermined,Benign,7,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,12(909c5):Benign -> 13(578e1):Benign -> 14(e69ef):Benign -> 15(11668):Benign -> 16(ad64d):Benign -> 17(5776f):Benign -> 18(3e3b2):Benign
iobdug_malware_py,<module>@executable.py_slice.py,benign_or_undetermined_to_core_to_full,Benign,4,1,1,1,1,3,0,Benign -> Core Attack Chain -> Core Attack Chain -> Full Attack Chain,0(6349e):Benign -> 1(8601a):Core Attack Chain -> 2(5d3d8):Core Attack Chain -> 3(8dcab):Full Attack Chain
iobdug_malware_py,<module>@remediation_script.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,3(8dcab):Benign
keylogger,<body>@src_client_sys_platform.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,11(b168c):Benign
keylogger,<body>@src_keylogger.py_slice.py,all_full,Full Attack Chain,39,0,0,1,,5,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,5(3291f):Full Attack Chain -> 6(10d8d):Full Attack Chain -> 7(64762):Full Attack Chain -> 8(fd003):Full Attack Chain -> 9(ee3ab):Full Attack Chain -> 10(97edf):Full Attack Chain -> 11(b168c):Full Attack Chain -> 12(9176b):Full Attack Chain -> 16(b2aad):Full Attack Chain -> 17(43a00):Full Attack Chain -> 18(0bee1):Full Attack Chain -> 19(dd79c):Full Attack Chain -> 20(aa11f):Full Attack Chain -> 21(f7a90):Full Attack Chain -> 22(c4cb2):Full Attack Chain -> 23(ab29d):Full Attack Chain -> 24(fb60c):Full Attack Chain -> 25(1c092):Full Attack Chain -> 26(db70d):Full Attack Chain -> 27(2b0ae):Full Attack Chain -> 28(35982):Full Attack Chain -> 29(a1fa1):Full Attack Chain -> 30(da4e5):Full Attack Chain -> 31(5dfdd):Full Attack Chain -> 32(76743):Full Attack Chain -> 33(b0fba):Full Attack Chain -> 34(eb665):Full Attack Chain -> 35(26557):Full Attack Chain -> 36(826bf):Full Attack Chain -> 37(944c2):Full Attack Chain -> 38(a9570):Full Attack Chain -> 39(943eb):Full Attack Chain -> 40(c1c0f):Full Attack Chain -> 41(3a05f):Full Attack Chain -> 42(3e1bd):Full Attack Chain -> 43(26727):Full Attack Chain -> 44(8f0fd):Full Attack Chain -> 45(0ef3a):Full Attack Chain -> 46(1c0c8):Full Attack Chain
keylogger,<body>@src_overlord.py_slice.py,all_benign_or_undetermined,Undetermined,1,1,0,0,,,0,Undetermined,11(b168c):Undetermined
keylogger,<body>@src_server_socket_handler.py_slice.py,benign_or_undetermined_only,Undetermined,35,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Benign -> Benign -> Undetermined -> Undetermined -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,12(9176b):Undetermined -> 13(b59d9):Undetermined -> 14(d5dad):Undetermined -> 15(04c24):Undetermined -> 16(b2aad):Undetermined -> 17(43a00):Undetermined -> 18(0bee1):Undetermined -> 19(dd79c):Undetermined -> 20(aa11f):Undetermined -> 21(f7a90):Undetermined -> 22(c4cb2):Benign -> 23(ab29d):Benign -> 24(fb60c):Undetermined -> 25(1c092):Undetermined -> 26(db70d):Benign -> 27(2b0ae):Benign -> 28(35982):Benign -> 29(a1fa1):Benign -> 30(da4e5):Benign -> 31(5dfdd):Benign -> 32(76743):Benign -> 33(b0fba):Benign -> 34(eb665):Benign -> 35(26557):Benign -> 36(826bf):Benign -> 37(944c2):Benign -> 38(a9570):Benign -> 39(943eb):Benign -> 40(c1c0f):Benign -> 41(3a05f):Benign -> 42(3e1bd):Benign -> 43(26727):Benign -> 44(8f0fd):Benign -> 45(0ef3a):Benign -> 46(1c0c8):Benign
keylogger,<body>@src_sys_platform.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,10(97edf):Benign
keylogger,<module>@bot.py_slice.py,all_benign_or_undetermined,Undetermined,1,1,0,0,,,0,Undetermined,3(df91a):Undetermined
keylogger,<module>@overlord.py_slice.py,all_benign_or_undetermined,Undetermined,1,1,0,0,,,0,Undetermined,3(df91a):Undetermined
keylogger,<module>@src_bot.py_slice.py,benign_or_undetermined_to_full,Undetermined,7,1,0,1,,6,0,Undetermined -> Undetermined -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,4(e79cc):Undetermined -> 5(3291f):Undetermined -> 6(10d8d):Full Attack Chain -> 7(64762):Full Attack Chain -> 8(fd003):Full Attack Chain -> 9(ee3ab):Full Attack Chain -> 10(97edf):Full Attack Chain
keylogger,<module>@src_client_bot.py_slice.py,all_core,Core Attack Chain,36,0,1,0,11,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,11(b168c):Core Attack Chain -> 12(9176b):Core Attack Chain -> 13(b59d9):Core Attack Chain -> 14(d5dad):Core Attack Chain -> 15(04c24):Core Attack Chain -> 16(b2aad):Core Attack Chain -> 17(43a00):Core Attack Chain -> 18(0bee1):Core Attack Chain -> 19(dd79c):Core Attack Chain -> 20(aa11f):Core Attack Chain -> 21(f7a90):Core Attack Chain -> 22(c4cb2):Core Attack Chain -> 23(ab29d):Core Attack Chain -> 24(fb60c):Core Attack Chain -> 25(1c092):Core Attack Chain -> 26(db70d):Core Attack Chain -> 27(2b0ae):Core Attack Chain -> 28(35982):Core Attack Chain -> 29(a1fa1):Core Attack Chain -> 30(da4e5):Core Attack Chain -> 31(5dfdd):Core Attack Chain -> 32(76743):Core Attack Chain -> 33(b0fba):Core Attack Chain -> 34(eb665):Core Attack Chain -> 35(26557):Core Attack Chain -> 36(826bf):Core Attack Chain -> 37(944c2):Core Attack Chain -> 38(a9570):Core Attack Chain -> 39(943eb):Core Attack Chain -> 40(c1c0f):Core Attack Chain -> 41(3a05f):Core Attack Chain -> 42(3e1bd):Core Attack Chain -> 43(26727):Core Attack Chain -> 44(8f0fd):Core Attack Chain -> 45(0ef3a):Core Attack Chain -> 46(1c0c8):Core Attack Chain
keylogger,<module>@src_keylogger.py_slice.py,all_full,Full Attack Chain,37,0,0,1,,7,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,7(64762):Full Attack Chain -> 8(fd003):Full Attack Chain -> 9(ee3ab):Full Attack Chain -> 10(97edf):Full Attack Chain -> 11(b168c):Full Attack Chain -> 12(9176b):Full Attack Chain -> 16(b2aad):Full Attack Chain -> 17(43a00):Full Attack Chain -> 18(0bee1):Full Attack Chain -> 19(dd79c):Full Attack Chain -> 20(aa11f):Full Attack Chain -> 21(f7a90):Full Attack Chain -> 22(c4cb2):Full Attack Chain -> 23(ab29d):Full Attack Chain -> 24(fb60c):Full Attack Chain -> 25(1c092):Full Attack Chain -> 26(db70d):Full Attack Chain -> 27(2b0ae):Full Attack Chain -> 28(35982):Full Attack Chain -> 29(a1fa1):Full Attack Chain -> 30(da4e5):Full Attack Chain -> 31(5dfdd):Full Attack Chain -> 32(76743):Full Attack Chain -> 33(b0fba):Full Attack Chain -> 34(eb665):Full Attack Chain -> 35(26557):Full Attack Chain -> 36(826bf):Full Attack Chain -> 37(944c2):Full Attack Chain -> 38(a9570):Full Attack Chain -> 39(943eb):Full Attack Chain -> 40(c1c0f):Full Attack Chain -> 41(3a05f):Full Attack Chain -> 42(3e1bd):Full Attack Chain -> 43(26727):Full Attack Chain -> 44(8f0fd):Full Attack Chain -> 45(0ef3a):Full Attack Chain -> 46(1c0c8):Full Attack Chain
keylogger,<module>@src_models_user.py_slice.py,all_benign_or_undetermined,Benign,34,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,13(b59d9):Benign -> 14(d5dad):Benign -> 15(04c24):Benign -> 16(b2aad):Benign -> 17(43a00):Benign -> 18(0bee1):Benign -> 19(dd79c):Benign -> 20(aa11f):Benign -> 21(f7a90):Benign -> 22(c4cb2):Benign -> 23(ab29d):Benign -> 24(fb60c):Benign -> 25(1c092):Benign -> 26(db70d):Benign -> 27(2b0ae):Benign -> 28(35982):Benign -> 29(a1fa1):Benign -> 30(da4e5):Benign -> 31(5dfdd):Benign -> 32(76743):Benign -> 33(b0fba):Benign -> 34(eb665):Benign -> 35(26557):Benign -> 36(826bf):Benign -> 37(944c2):Benign -> 38(a9570):Benign -> 39(943eb):Benign -> 40(c1c0f):Benign -> 41(3a05f):Benign -> 42(3e1bd):Benign -> 43(26727):Benign -> 44(8f0fd):Benign -> 45(0ef3a):Benign -> 46(1c0c8):Benign
keylogger,<module>@src_overlord.py_slice.py,benign_or_undetermined_to_core,Undetermined,34,1,1,0,12,,0,Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Undetermined -> Undetermined -> Undetermined -> Undetermined,11(b168c):Undetermined -> 12(9176b):Core Attack Chain -> 13(b59d9):Core Attack Chain -> 14(d5dad):Core Attack Chain -> 15(04c24):Core Attack Chain -> 16(b2aad):Core Attack Chain -> 17(43a00):Core Attack Chain -> 18(0bee1):Core Attack Chain -> 21(f7a90):Undetermined -> 22(c4cb2):Undetermined -> 23(ab29d):Undetermined -> 24(fb60c):Core Attack Chain -> 25(1c092):Core Attack Chain -> 26(db70d):Core Attack Chain -> 27(2b0ae):Core Attack Chain -> 28(35982):Core Attack Chain -> 29(a1fa1):Core Attack Chain -> 30(da4e5):Core Attack Chain -> 31(5dfdd):Core Attack Chain -> 32(76743):Core Attack Chain -> 33(b0fba):Core Attack Chain -> 34(eb665):Core Attack Chain -> 35(26557):Core Attack Chain -> 36(826bf):Core Attack Chain -> 37(944c2):Core Attack Chain -> 38(a9570):Core Attack Chain -> 39(943eb):Core Attack Chain -> 40(c1c0f):Core Attack Chain -> 41(3a05f):Core Attack Chain -> 42(3e1bd):Core Attack Chain -> 43(26727):Undetermined -> 44(8f0fd):Undetermined -> 45(0ef3a):Undetermined -> 46(1c0c8):Undetermined
keylogger,<module>@src_server_overlord.py_slice.py,all_benign_or_undetermined,Undetermined,7,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,4(e79cc):Undetermined -> 5(3291f):Undetermined -> 6(10d8d):Undetermined -> 7(64762):Undetermined -> 8(fd003):Undetermined -> 9(ee3ab):Undetermined -> 10(97edf):Undetermined
keylogger,<module>@src_server_secrets.py_slice.py,all_benign_or_undetermined,Benign,10,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,34(eb665):Benign -> 38(a9570):Benign -> 39(943eb):Benign -> 40(c1c0f):Benign -> 41(3a05f):Benign -> 42(3e1bd):Benign -> 43(26727):Benign -> 44(8f0fd):Benign -> 45(0ef3a):Benign -> 46(1c0c8):Benign
keylogger,<module>@src_server_socket_handler.py_slice.py,all_benign_or_undetermined,Undetermined,35,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,12(9176b):Undetermined -> 13(b59d9):Undetermined -> 14(d5dad):Undetermined -> 15(04c24):Undetermined -> 16(b2aad):Undetermined -> 17(43a00):Undetermined -> 18(0bee1):Undetermined -> 19(dd79c):Undetermined -> 20(aa11f):Undetermined -> 21(f7a90):Undetermined -> 22(c4cb2):Undetermined -> 23(ab29d):Undetermined -> 24(fb60c):Undetermined -> 25(1c092):Undetermined -> 26(db70d):Undetermined -> 27(2b0ae):Undetermined -> 28(35982):Undetermined -> 29(a1fa1):Undetermined -> 30(da4e5):Undetermined -> 31(5dfdd):Undetermined -> 32(76743):Undetermined -> 33(b0fba):Undetermined -> 34(eb665):Undetermined -> 35(26557):Undetermined -> 36(826bf):Undetermined -> 37(944c2):Undetermined -> 38(a9570):Undetermined -> 39(943eb):Undetermined -> 40(c1c0f):Undetermined -> 41(3a05f):Undetermined -> 42(3e1bd):Undetermined -> 43(26727):Undetermined -> 44(8f0fd):Undetermined -> 45(0ef3a):Undetermined -> 46(1c0c8):Undetermined
keylogger,run@src_keylogger.py_slice.py,all_full,Full Attack Chain,5,0,0,1,,7,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,7(64762):Full Attack Chain -> 23(ab29d):Full Attack Chain -> 28(35982):Full Attack Chain -> 31(5dfdd):Full Attack Chain -> 39(943eb):Full Attack Chain
keylogger1,<module>@keylogger.py_slice.py,benign_or_undetermined_to_full,Undetermined,3,1,0,1,,1,0,Undetermined -> Full Attack Chain -> Full Attack Chain,0(84329):Undetermined -> 1(feaad):Full Attack Chain -> 2(6342b):Full Attack Chain
keylogger2,<body>@keylogger.py_slice.py,core_to_full_no_bu,Core Attack Chain,4,0,1,1,3,5,0,Core Attack Chain -> Core Attack Chain -> Full Attack Chain -> Full Attack Chain,3(ef856):Core Attack Chain -> 4(96e94):Core Attack Chain -> 5(4a737):Full Attack Chain -> 6(2bc69):Full Attack Chain
keylogger2,<module>@keylogger.py_slice.py,all_core,Core Attack Chain,2,0,1,0,0,,0,Core Attack Chain -> Core Attack Chain,0(3bf0b):Core Attack Chain -> 6(2bc69):Core Attack Chain
keylogger3,<module>@keylogger.py_slice.py,benign_or_undetermined_to_core_to_full,Undetermined,3,1,1,1,1,2,0,Undetermined -> Core Attack Chain -> Full Attack Chain,0(3f948):Undetermined -> 1(2e39e):Core Attack Chain -> 2(47879):Full Attack Chain
keylogger4,<body>@keylogger.py_slice.py,core_to_full_no_bu,Core Attack Chain,2,0,1,1,3,4,0,Core Attack Chain -> Full Attack Chain,3(33dc7):Core Attack Chain -> 4(b071d):Full Attack Chain
keylogger4,<module>@keylogger.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,4,0,Full Attack Chain,4(b071d):Full Attack Chain
keylogger5,<body>@keylogger.py_slice.py,all_core,Core Attack Chain,5,0,1,0,0,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(12c40):Core Attack Chain -> 1(31e4c):Core Attack Chain -> 2(227fb):Core Attack Chain -> 3(e712e):Core Attack Chain -> 4(75f79):Core Attack Chain
keylogger5,<module>@keylogger.py_slice.py,all_core,Core Attack Chain,1,0,1,0,4,,0,Core Attack Chain,4(75f79):Core Attack Chain
little-python-malware,<module>@guess-number-game.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,2(6c7ab):Benign
little-python-malware,<module>@malware.py_slice.py,all_full,Full Attack Chain,3,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(4aead):Full Attack Chain -> 1(2647f):Full Attack Chain -> 2(6c7ab):Full Attack Chain
malware-01,<module>@client.py_slice.py,all_full,Full Attack Chain,4,0,0,1,,0,1,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(1df3a):Full Attack Chain -> 1(6a36d):Full Attack Chain -> 2(f71ca):Full Attack Chain -> 3(b22f0):Full Attack Chain
malware-01,<module>@server.py_slice.py,all_core,Core Attack Chain,1,0,1,0,0,,0,Core Attack Chain,0(1df3a):Core Attack Chain
malware-educational-purpose-,<module>@Malw.py_slice.py,all_benign_or_undetermined,Undetermined,1,1,0,0,,,0,Undetermined,4(076da):Undetermined
malware-educational-purpose-,<module>@Malw1.py_slice.py,all_benign_or_undetermined,Undetermined,4,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined,0(ca555):Undetermined -> 1(77efb):Undetermined -> 2(709ed):Undetermined -> 3(e446c):Undetermined
megaloptera,<body>@megaloptera.py_slice.py,all_core,Core Attack Chain,2,0,1,0,6,,0,Core Attack Chain -> Core Attack Chain,6(b815c):Core Attack Chain -> 7(d66ad):Core Attack Chain
megaloptera,<module>@dropper.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,7,0,Full Attack Chain,7(d66ad):Full Attack Chain
megaloptera,<module>@dropperObfuscate.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,7,0,Full Attack Chain,7(d66ad):Full Attack Chain
megaloptera,<module>@hash_url.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,0(9f2ed):Benign
megaloptera,<module>@main.py_slice.py,benign_or_undetermined_only,Benign,8,1,0,0,,,0,Benign -> Benign -> Benign -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,0(9f2ed):Benign -> 1(6af8d):Benign -> 2(50c4a):Benign -> 3(88129):Undetermined -> 4(695c1):Undetermined -> 5(75922):Undetermined -> 6(b815c):Undetermined -> 7(d66ad):Undetermined
megaloptera,<module>@megaloptera.py_slice.py,core_to_full_no_bu,Core Attack Chain,6,0,1,1,0,4,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Full Attack Chain -> Full Attack Chain,0(9f2ed):Core Attack Chain -> 1(6af8d):Core Attack Chain -> 2(50c4a):Core Attack Chain -> 3(88129):Core Attack Chain -> 4(695c1):Full Attack Chain -> 5(75922):Full Attack Chain
megaloptera,<module>@src_dropper.py_slice.py,all_full,Full Attack Chain,3,0,0,1,,5,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain,5(75922):Full Attack Chain -> 6(b815c):Full Attack Chain -> 7(d66ad):Full Attack Chain
parvox,<module>@adder.py_slice.py,core_to_full_no_bu,Core Attack Chain,5,0,1,1,5,7,0,Core Attack Chain -> Core Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,5(ae436):Core Attack Chain -> 6(5aad2):Core Attack Chain -> 7(ac111):Full Attack Chain -> 8(bc1e1):Full Attack Chain -> 9(e22d0):Full Attack Chain
parvox,<module>@dikz_funcs.py_slice.py,all_benign_or_undetermined,Benign,7,1,0,0,,,0,Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,0(9467c):Benign -> 1(7e77e):Benign -> 2(7f76c):Benign -> 3(3bc2b):Benign -> 4(1cf7a):Benign -> 5(ae436):Benign -> 6(5aad2):Benign
parvox,<module>@dikz_payloads_replicate.py_slice.py,all_core,Core Attack Chain,1,0,1,0,1,,0,Core Attack Chain,1(7e77e):Core Attack Chain
parvox,<module>@dikz_payloads_revshell.py_slice.py,all_full,Full Attack Chain,3,0,0,1,,1,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain,1(7e77e):Full Attack Chain -> 2(7f76c):Full Attack Chain -> 3(3bc2b):Full Attack Chain
parvox,<module>@dikz_payloads_wallp.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,1,0,Full Attack Chain,1(7e77e):Full Attack Chain
parvox,<module>@main.py_slice.py,benign_or_undetermined_to_full,Benign,10,1,0,1,,5,0,Benign -> Benign -> Benign -> Benign -> Benign -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,0(9467c):Benign -> 1(7e77e):Benign -> 2(7f76c):Benign -> 3(3bc2b):Benign -> 4(1cf7a):Benign -> 5(ae436):Full Attack Chain -> 6(5aad2):Full Attack Chain -> 7(ac111):Full Attack Chain -> 8(bc1e1):Full Attack Chain -> 9(e22d0):Full Attack Chain
parvox,<module>@output_virus.py_slice.py,all_full,Full Attack Chain,2,0,0,1,,7,0,Full Attack Chain -> Full Attack Chain,7(ac111):Full Attack Chain -> 8(bc1e1):Full Attack Chain
parvox,<module>@parvox_funcs.py_slice.py,all_benign_or_undetermined,Benign,3,1,0,0,,,0,Benign -> Benign -> Benign,7(ac111):Benign -> 8(bc1e1):Benign -> 9(e22d0):Benign
parvox,<module>@payloads_change_wallpaper.py_slice.py,all_full,Full Attack Chain,5,0,0,1,,5,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,5(ae436):Full Attack Chain -> 6(5aad2):Full Attack Chain -> 7(ac111):Full Attack Chain -> 8(bc1e1):Full Attack Chain -> 9(e22d0):Full Attack Chain
parvox,<module>@payloads_computer_specs.py_slice.py,benign_or_undetermined_to_core,Benign,5,1,1,0,8,,0,Benign -> Benign -> Benign -> Core Attack Chain -> Core Attack Chain,5(ae436):Benign -> 6(5aad2):Benign -> 7(ac111):Benign -> 8(bc1e1):Core Attack Chain -> 9(e22d0):Core Attack Chain
parvox,<module>@payloads_comspec.py_slice.py,all_benign_or_undetermined,Benign,1,1,0,0,,,0,Benign,4(1cf7a):Benign
parvox,<module>@payloads_grab_wifi.py_slice.py,all_core,Core Attack Chain,5,0,1,0,5,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,5(ae436):Core Attack Chain -> 6(5aad2):Core Attack Chain -> 7(ac111):Core Attack Chain -> 8(bc1e1):Core Attack Chain -> 9(e22d0):Core Attack Chain
parvox,<module>@payloads_gwifi.py_slice.py,all_core,Core Attack Chain,1,0,1,0,4,,0,Core Attack Chain,4(1cf7a):Core Attack Chain
parvox,<module>@payloads_mini_worm.py_slice.py,all_full,Full Attack Chain,5,0,0,1,,5,0,Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain -> Full Attack Chain,5(ae436):Full Attack Chain -> 6(5aad2):Full Attack Chain -> 7(ac111):Full Attack Chain -> 8(bc1e1):Full Attack Chain -> 9(e22d0):Full Attack Chain
parvox,<module>@payloads_replicate.py_slice.py,all_full,Full Attack Chain,1,0,0,1,,4,0,Full Attack Chain,4(1cf7a):Full Attack Chain
